Lot Area,Neighborhood,Building Type,House Style,Overall Quality,Overall Condition,Year Built,Year Remodeled/Added,Unfinished Basement (SF),Central Air,1st Floor (SF),2nd Floor (SF),Above Ground Living Area (SF),Bedrooms,Kitchen Quality,Total Rooms,Garage Type,Garage Cars,Garage Area,Wood Deck (SF),Open Porch (SF),Enclosed Porch,Screen Porch,Year Sold,Sale Price,Total Bathrooms,Remodeled Y/N,Total Finished Basement (SF),Finished Basement/Abv Ground Living Area
7500,Gilbert,1Fam,2Story,6,5,1999,2003,938,Y,957,1342,2299,5,TA,7,Attchd,2,482,188,30,0,0,2007,204000,4,Y,0,2299
9556,Gilbert,1Fam,1Story,7,5,1992,1993,1168,Y,1187,0,1187,3,Gd,6,Attchd,2,420,0,21,0,0,2007,160000,2,Y,0,1187
10784,Gilbert,1Fam,SLvl,7,5,1991,1992,384,Y,802,670,1472,3,Gd,7,Attchd,2,402,164,0,0,0,2007,160000,3,Y,0,1472
9125,Gilbert,1Fam,SLvl,7,5,1992,1992,384,Y,812,670,1482,3,Gd,7,Attchd,2,392,100,25,0,0,2007,163900,3,N,0,1482
7655,Gilbert,1Fam,2Story,6,5,1993,1994,903,Y,910,732,1642,3,TA,7,Attchd,2,392,290,84,0,0,2007,168000,3,Y,0,1642
18160,Gilbert,1Fam,1Story,6,6,1964,1964,752,Y,1128,0,1128,3,TA,6,Attchd,2,480,0,108,246,0,2007,154204,2,N,550,1678
3696,StoneBr,TwnhsE,1Story,8,5,1986,1986,1074,Y,1088,0,1088,2,Gd,5,Attchd,2,461,0,74,137,0,2007,170000,2,N,0,1088
5062,StoneBr,TwnhsE,2Story,7,5,1984,1984,180,Y,1190,900,2090,3,Gd,6,Attchd,2,577,219,0,0,0,2007,207500,3,N,1010,3100
4740,StoneBr,TwnhsE,1Story,8,5,1988,1988,918,Y,1179,0,1179,2,TA,5,Attchd,2,480,0,108,0,135,2007,182000,3,N,248,1427
5118,StoneBr,TwnhsE,1Story,8,5,1990,1990,386,Y,1321,0,1321,1,Gd,4,Attchd,2,484,0,64,140,0,2007,212000,2,N,926,2247
14157,StoneBr,1Fam,1Story,9,5,2005,2006,673,Y,1922,0,1922,3,Gd,8,Attchd,3,676,178,51,0,0,2007,377426,3,Y,1249,3171
12328,StoneBr,1Fam,2Story,8,5,2005,2005,163,Y,1164,1377,2541,4,Ex,10,BuiltIn,3,729,120,32,0,0,2007,349265,5,N,986,3527
51974,StoneBr,1Fam,1Story,9,5,2006,2007,1559,Y,2338,0,2338,4,Gd,8,Attchd,3,1110,0,135,0,322,2007,591587,4,Y,1101,3439
41600,Gilbert,2fmCon,1Story,5,5,1969,1990,53,Y,1424,0,1424,3,TA,7,2Types,3,828,144,0,0,0,2007,155000,3,Y,1047,2471
8035,StoneBr,TwnhsE,1Story,9,5,2006,2006,815,Y,1612,0,1612,2,Ex,6,Attchd,2,556,0,164,0,0,2007,319900,3,N,797,2409
8089,StoneBr,1Fam,1Story,8,6,2007,2007,474,Y,1419,0,1419,2,Gd,7,Attchd,2,567,140,0,0,0,2007,392000,3,N,945,2364
14082,StoneBr,1Fam,1Story,8,5,2006,2006,662,Y,2234,0,2234,1,Gd,7,Attchd,2,724,390,80,0,0,2007,441929,3,N,1558,3792
13870,StoneBr,1Fam,1Story,10,5,2006,2007,590,Y,2042,0,2042,3,Ex,8,Attchd,3,724,240,52,0,174,2007,455000,3,Y,1152,3194
4712,BrkSide,1Fam,1.5Fin,4,7,1946,1950,363,Y,774,456,1230,3,TA,5,Detchd,1,305,0,57,0,63,2006,121600,3,Y,384,1614
10960,NWAmes,1Fam,1Story,6,5,1984,1984,1028,Y,1284,0,1284,3,TA,5,Attchd,2,480,0,0,192,0,2007,174000,3,N,256,1540
5900,BrkSide,1Fam,1Story,4,7,1923,1958,440,Y,869,0,869,2,Fa,4,0,0,0,0,0,0,0,2006,85500,1,Y,0,869
9490,NAmes,1Fam,1.5Fin,6,7,1941,1950,238,Y,958,620,1578,3,Fa,5,Attchd,1,240,0,0,32,0,2006,133000,2,Y,568,2146
12299,NWAmes,1Fam,1Story,7,6,1978,1985,201,Y,1664,0,1664,3,Gd,7,Attchd,2,663,0,0,0,0,2007,213000,3,Y,1328,2992
11339,NWAmes,1Fam,2Story,7,5,1979,1979,22,Y,1085,845,1930,4,Gd,9,Attchd,2,481,192,72,0,0,2007,192000,4,N,758,2688
11952,NWAmes,1Fam,2Story,7,6,1977,1977,808,Y,1161,808,1969,3,TA,8,Attchd,2,534,0,0,0,276,2007,190000,3,N,0,1969
12046,NWAmes,1Fam,2Story,6,6,1976,1976,692,Y,1118,912,2030,4,Gd,8,Attchd,2,551,0,224,0,0,2007,195000,3,N,156,2186
10395,NWAmes,1Fam,SLvl,6,6,1978,1978,427,Y,1032,0,1032,3,TA,6,Attchd,2,564,0,0,0,0,2007,148000,3,N,605,1637
11850,NWAmes,1Fam,1Story,6,6,1984,1984,372,Y,1177,0,1177,3,Gd,6,Attchd,2,495,204,103,0,0,2007,151500,2,N,781,1958
11584,NWAmes,1Fam,SLvl,7,6,1979,1979,114,Y,1040,685,1725,3,TA,6,Attchd,2,550,0,88,216,0,2007,197000,3,N,425,2150
10400,NWAmes,1Fam,1Story,6,5,1979,1999,356,Y,1353,0,1353,2,TA,5,Attchd,2,478,240,141,0,0,2007,192350,3,Y,903,2256
10793,NWAmes,1Fam,2Story,5,5,1969,1969,0,Y,780,840,1620,4,TA,7,Attchd,2,462,208,0,0,0,2007,152000,3,N,780,2400
13001,NWAmes,1Fam,1Story,6,5,1971,1971,1012,Y,1220,0,1220,2,TA,6,Attchd,2,944,0,0,249,0,2007,170000,3,N,613,1833
12243,NWAmes,1Fam,1Story,5,6,1971,1971,486,Y,1484,0,1484,3,TA,7,Attchd,2,487,224,0,0,180,2007,175000,2,N,998,2482
11700,NWAmes,1Fam,2Story,6,6,1968,1968,143,Y,1041,702,1743,3,TA,7,Attchd,2,539,224,0,0,0,2007,175000,4,N,559,2302
9723,NAmes,1Fam,1Story,6,7,1963,1963,1008,Y,1008,0,1008,2,TA,5,Attchd,2,430,0,0,0,0,2006,135000,1,N,0,1008
8991,NWAmes,1Fam,SLvl,7,6,1976,1976,0,Y,1324,0,1324,3,Gd,5,Attchd,2,585,407,36,0,0,2007,174000,3,N,1228,2552
8000,NWAmes,1Fam,2Story,6,6,1974,1974,0,Y,1084,793,1877,4,TA,8,Attchd,2,488,0,96,0,0,2007,178900,4,N,1084,2961
7700,NAmes,1Fam,SLvl,5,7,1956,1956,30,Y,1145,0,1145,3,TA,6,Detchd,2,684,0,0,0,0,2006,127000,1,N,271,1416
10530,NAmes,1Fam,1Story,6,5,1971,1971,664,Y,981,0,981,3,TA,5,Detchd,2,576,0,312,40,0,2007,143250,3,N,317,1298
5400,OldTown,1Fam,1Story,5,7,1954,2000,418,Y,833,0,833,2,Gd,4,Detchd,1,326,0,0,0,0,2006,117000,1,Y,415,1248
9457,NAmes,1Fam,1Story,5,6,1970,1990,359,Y,1422,0,1422,3,TA,7,Detchd,2,576,252,0,0,0,2007,155000,2,Y,566,1988
7920,NAmes,1Fam,1Story,5,5,1970,2002,214,Y,914,0,914,3,Ex,5,Attchd,1,368,120,0,0,0,2007,133000,1,Y,700,1614
9758,NAmes,1Fam,1Story,5,5,1971,1971,251,Y,950,0,950,3,TA,5,Detchd,1,280,0,0,0,0,2007,119500,1,N,699,1649
8294,NAmes,1Fam,1Story,4,5,1971,1971,858,Y,872,0,872,3,TA,5,Detchd,4,480,0,0,0,0,2007,123000,1,N,0,872
7340,NAmes,1Fam,1Story,4,6,1971,1971,536,Y,858,0,858,2,TA,4,Detchd,1,684,0,0,0,0,2007,110000,1,N,322,1180
9786,NAmes,1Fam,1.5Fin,6,7,1962,1981,312,Y,1085,649,1734,3,Gd,7,Attchd,2,440,0,0,0,128,2006,159000,2,Y,600,2334
9000,NAmes,1Fam,1Story,4,6,1971,1971,248,Y,864,0,864,3,TA,5,Detchd,2,528,0,0,0,0,2007,120500,1,N,616,1480
4058,NAmes,TwnhsE,SFoyer,7,5,1998,1998,0,Y,767,0,767,1,TA,4,Attchd,1,367,120,40,0,0,2007,133000,2,N,723,1490
4113,NAmes,TwnhsE,1Story,6,5,2001,2001,1337,Y,1337,0,1337,2,Gd,5,Attchd,2,511,136,68,0,0,2007,155000,2,N,0,1337
10943,NAmes,TwnhsE,1Story,6,5,1997,1998,475,Y,1337,0,1337,2,Gd,5,Attchd,2,522,0,68,0,0,2007,177000,3,Y,930,2267
2205,BrDale,Twnhs,2Story,6,6,1973,1973,213,Y,525,567,1092,3,TA,6,Detchd,1,264,144,0,0,0,2007,113500,2,N,312,1404
1890,BrDale,Twnhs,2Story,6,5,1973,1973,316,Y,672,546,1218,3,TA,7,Detchd,1,264,144,28,0,0,2007,113000,2,N,356,1574
2058,BrDale,Twnhs,2Story,6,5,1973,1973,672,Y,672,546,1218,4,Ex,7,Detchd,1,264,0,28,0,0,2007,113700,2,N,0,1218
2016,BrDale,TwnhsE,2Story,5,5,1970,1970,630,Y,630,672,1302,3,TA,6,Detchd,2,440,0,0,0,0,2007,106000,3,N,0,1302
1920,BrDale,TwnhsE,2Story,5,5,1971,1971,294,Y,765,600,1365,2,TA,6,Detchd,2,440,240,36,0,0,2007,122500,3,N,471,1836
4928,NPkVill,TwnhsE,1Story,6,5,1976,1976,958,Y,958,0,958,2,TA,5,Attchd,2,440,0,205,0,0,2007,128000,2,N,120,1078
2308,NPkVill,TwnhsE,2Story,6,6,1976,1976,248,Y,804,744,1548,3,Gd,7,Detchd,2,440,48,0,0,0,2007,155000,4,N,556,2104
7100,NAmes,1Fam,1Story,5,7,1957,1957,108,Y,816,0,816,2,TA,5,Detchd,1,308,0,0,0,0,2006,129900,2,N,708,1524
7150,NAmes,1Fam,1Story,5,6,1966,1966,263,Y,988,0,988,3,TA,5,Detchd,1,360,0,0,0,0,2007,129250,2,N,725,1713
12469,NridgHt,1Fam,1Story,9,5,2006,2007,639,Y,1816,0,1816,3,Ex,7,Attchd,3,730,186,36,0,0,2007,356000,3,Y,1151,2967
11694,NridgHt,1Fam,1Story,9,5,2007,2007,1774,Y,1828,0,1828,3,Gd,9,Attchd,3,774,0,108,0,260,2007,314813,2,N,48,1876
12030,NridgHt,1Fam,1Story,8,5,2007,2007,1694,Y,1694,0,1694,3,Gd,7,Attchd,3,818,168,228,0,0,2007,318000,2,N,0,1694
11825,NridgHt,1Fam,1Story,8,5,2006,2007,1694,Y,1694,0,1694,3,Gd,7,Attchd,3,856,0,112,0,0,2007,322400,2,Y,0,1694
12085,NridgHt,1Fam,1Story,8,5,2007,2007,730,Y,1734,0,1734,3,Ex,7,Attchd,3,928,0,0,0,0,2007,318000,3,N,1004,2738
14333,NridgHt,1Fam,1Story,8,5,2007,2007,590,Y,2122,0,2122,2,Gd,7,Attchd,3,938,130,142,0,0,2007,345474,4,N,1518,3640
14450,NridgHt,1Fam,1Story,9,5,2006,2007,2121,Y,2121,0,2121,3,Ex,8,Attchd,3,732,124,98,0,142,2007,415298,3,Y,0,2121
13641,NridgHt,1Fam,2Story,9,5,2007,2007,630,Y,1943,713,2656,3,Ex,8,Attchd,3,1040,268,58,0,0,2007,492000,4,N,1304,3960
13440,NridgHt,1Fam,2Story,8,5,2006,2007,1108,Y,1148,1402,2550,4,Ex,11,BuiltIn,3,670,120,39,0,0,2007,338931,3,Y,0,2550
15431,NridgHt,1Fam,1Story,10,5,2005,2006,564,Y,2046,0,2046,2,Ex,7,Attchd,3,878,188,65,0,175,2007,450000,4,Y,1430,3476
14154,NridgHt,1Fam,2Story,7,5,2006,2006,1063,Y,1071,1101,2172,3,Gd,9,Attchd,3,947,192,62,0,0,2007,280000,3,N,0,2172
13891,NridgHt,1Fam,1Story,9,5,2007,2007,740,Y,2552,0,2552,3,Ex,8,Attchd,3,932,130,28,0,0,2007,479069,3,N,1812,4364
14226,NridgHt,1Fam,1Story,8,5,2006,2006,1935,Y,1973,0,1973,3,Gd,9,Attchd,3,895,315,45,0,0,2007,395000,2,N,0,1973
13693,NridgHt,1Fam,2Story,9,5,2006,2006,2153,Y,2069,574,2643,3,Ex,9,BuiltIn,3,694,414,84,0,0,2007,380000,3,N,0,2643
11428,NridgHt,1Fam,1Story,8,5,2006,2006,1626,Y,1634,0,1634,3,Gd,7,Attchd,3,866,0,44,0,0,2007,250000,2,N,0,1634
14977,NridgHt,1Fam,1Story,8,5,2006,2007,626,Y,1976,0,1976,2,Gd,7,Attchd,3,908,250,63,0,0,2007,440000,3,Y,1350,3326
13654,NridgHt,1Fam,2Story,9,5,2005,2006,1704,Y,1722,1036,2758,4,Ex,9,BuiltIn,3,814,282,55,0,0,2007,418000,3,Y,0,2758
17169,NridgHt,1Fam,1Story,10,5,2007,2007,636,Y,2290,0,2290,2,Ex,7,Attchd,3,1174,192,30,0,0,2007,500067,5,N,1684,3974
16659,NridgHt,1Fam,2Story,8,5,2007,2008,1582,Y,1582,570,2152,3,Gd,7,Detchd,2,728,0,368,0,0,2007,260116,3,Y,0,2152
9591,NridgHt,1Fam,2Story,8,5,2004,2005,1143,Y,1143,1330,2473,4,Gd,9,BuiltIn,3,852,192,151,0,0,2007,317000,3,Y,0,2473
9709,NridgHt,1Fam,2Story,8,5,2007,2007,140,Y,958,1142,2100,3,Ex,8,BuiltIn,3,786,172,104,0,0,2007,319500,4,N,778,2878
10562,NridgHt,1Fam,2Story,8,5,2007,2007,294,Y,1610,551,2161,3,Ex,8,Attchd,3,789,178,120,0,0,2007,325624,3,N,1288,3449
13615,NridgHt,1Fam,1Story,9,5,2006,2006,1802,Y,1802,0,1802,3,Ex,7,Attchd,3,843,158,105,0,0,2007,372000,3,N,0,1802
13069,NridgHt,1Fam,2Story,8,5,2004,2004,1706,Y,1718,1238,2956,5,Ex,11,BuiltIn,3,916,194,50,0,0,2007,342000,3,N,0,2956
12099,NridgHt,1Fam,2Story,8,5,2004,2004,166,Y,1136,1332,2468,4,Gd,10,BuiltIn,3,872,184,154,0,0,2007,354000,4,N,970,3438
14277,NridgHt,1Fam,2Story,8,5,2003,2003,379,Y,1217,1168,2385,3,Gd,7,Attchd,3,818,192,228,0,0,2007,350000,4,N,938,3323
11999,NridgHt,1Fam,2Story,8,5,2003,2004,1181,Y,1234,1140,2374,4,Ex,10,BuiltIn,3,656,104,100,0,0,2007,285000,3,Y,0,2374
12568,NridgHt,1Fam,2Story,8,5,2007,2007,226,Y,895,923,1818,3,Ex,8,Attchd,3,774,196,104,0,0,2007,281500,4,N,669,2487
9926,NridgHt,1Fam,1Story,7,5,2005,2006,436,Y,1614,0,1614,3,Gd,7,Attchd,3,878,100,38,0,0,2007,245700,3,Y,1178,2792
9254,NridgHt,1Fam,1Story,8,5,2005,2005,1602,Y,1721,0,1721,3,Gd,7,Attchd,2,554,168,27,0,0,2007,232698,3,N,119,1840
10732,NridgHt,1Fam,2Story,8,5,2006,2007,1298,Y,1298,530,1828,3,Gd,7,BuiltIn,3,876,0,40,0,0,2007,250000,3,Y,0,1828
7577,NridgHt,TwnhsE,1Story,6,5,2005,2006,1342,Y,1362,0,1362,2,Gd,6,Attchd,2,460,192,28,0,0,2007,194700,2,Y,20,1382
3901,NridgHt,Twnhs,1Story,6,5,2005,2006,436,Y,1302,0,1302,1,Gd,5,Attchd,2,631,110,50,0,0,2007,204000,3,Y,866,2168
3903,NridgHt,Twnhs,1Story,6,5,2005,2006,272,Y,1302,0,1302,1,Gd,5,Attchd,2,631,110,50,0,0,2007,200000,3,Y,1030,2332
6289,NridgHt,TwnhsE,1Story,6,5,2005,2006,600,Y,1362,0,1362,2,Gd,6,Attchd,2,460,192,28,0,0,2007,207000,3,Y,762,2124
4590,NridgHt,Twnhs,1Story,8,5,2006,2006,1530,Y,1554,0,1554,2,Gd,6,Attchd,2,627,156,73,0,0,2007,209500,2,N,24,1578
4590,NridgHt,Twnhs,1Story,8,5,2006,2006,1530,Y,1554,0,1554,2,Gd,6,Attchd,2,627,156,73,0,0,2007,209500,2,N,24,1578
6442,NridgHt,TwnhsE,1Story,8,5,2006,2006,1346,Y,1370,0,1370,2,Gd,6,Attchd,2,484,120,49,0,0,2007,202500,2,N,24,1394
7841,NridgHt,TwnhsE,1Story,9,5,2005,2005,729,Y,1577,0,1577,2,Ex,6,Attchd,2,564,203,39,0,0,2007,280000,3,N,848,2425
7313,NridgHt,TwnhsE,1Story,9,5,2005,2005,408,Y,1561,0,1561,2,Ex,6,Attchd,2,556,203,47,0,0,2007,277500,3,N,1153,2714
7820,NridgHt,TwnhsE,1Story,9,5,2007,2007,1869,Y,1869,0,1869,2,Ex,6,Attchd,2,617,210,54,0,0,2007,318061,2,N,0,1869
6240,NridgHt,TwnhsE,1Story,8,5,2006,2006,1300,Y,1324,0,1324,2,Gd,6,Attchd,2,550,0,38,0,0,2007,221370,2,N,24,1348
3242,NridgHt,TwnhsE,1Story,7,5,2003,2003,405,Y,1405,0,1405,2,Gd,6,Attchd,2,478,136,36,0,0,2007,200000,3,N,1000,2405
15810,Gilbert,1Fam,2Story,6,5,2007,2007,768,Y,768,728,1496,3,Gd,7,Attchd,2,572,100,0,0,0,2007,181755,3,N,0,1496
10237,Gilbert,1Fam,2Story,6,5,2005,2006,768,Y,768,768,1536,3,Gd,6,Attchd,2,400,100,38,0,0,2007,176000,3,Y,0,1536
10237,Gilbert,1Fam,2Story,6,5,2005,2007,783,Y,783,701,1484,3,Gd,8,Attchd,2,393,0,72,0,0,2007,178900,3,Y,0,1484
13204,Gilbert,1Fam,2Story,7,5,2006,2007,608,Y,608,850,1458,3,Gd,6,BuiltIn,2,454,100,33,0,0,2007,168165,2,Y,0,1458
8857,Gilbert,1Fam,2Story,6,5,2006,2006,738,Y,738,757,1495,3,Gd,7,Attchd,2,440,100,30,0,0,2007,171925,3,N,0,1495
9729,Gilbert,1Fam,2Story,6,5,2006,2007,698,Y,698,1048,1746,3,Gd,6,BuiltIn,3,350,0,34,0,0,2007,198444,4,Y,0,1746
12216,Gilbert,1Fam,1Story,6,5,2005,2005,408,Y,1326,0,1326,3,Gd,6,Attchd,2,388,120,23,0,0,2007,203000,3,N,918,2244
9018,Gilbert,1Fam,2Story,7,5,2007,2007,728,Y,728,728,1456,3,Gd,8,Attchd,2,400,100,24,0,0,2007,179540,3,N,0,1456
8993,Gilbert,1Fam,1Story,7,5,2007,2007,1302,Y,1302,0,1302,3,Gd,6,Attchd,2,436,0,22,0,0,2007,176485,2,N,0,1302
8899,Gilbert,1Fam,1Story,7,5,2007,2007,1316,Y,1340,0,1340,3,Gd,6,Attchd,2,396,100,30,0,0,2007,181134,2,N,24,1364
8499,Gilbert,1Fam,2Story,6,5,2006,2007,616,Y,616,796,1412,3,Gd,6,BuiltIn,2,432,0,36,0,0,2007,156932,3,Y,0,1412
8229,Gilbert,1Fam,2Story,6,5,2007,2007,752,Y,752,752,1504,3,Gd,6,Attchd,2,440,100,32,0,0,2007,166000,3,N,0,1504
7713,Gilbert,1Fam,2Story,7,5,2007,2007,728,Y,728,728,1456,3,Gd,7,Attchd,2,400,100,24,0,0,2007,177594,3,N,0,1456
7697,Gilbert,1Fam,1Story,7,6,2007,2007,1246,Y,1258,0,1258,3,Gd,6,Attchd,2,462,0,0,0,0,2007,173500,2,N,0,1258
3922,Blmngtn,TwnhsE,1Story,7,5,2006,2007,1258,Y,1258,0,1258,2,Gd,6,Attchd,3,648,144,16,0,0,2007,172500,2,Y,0,1258
3922,Blmngtn,TwnhsE,1Story,7,5,2006,2007,1258,Y,1402,0,1402,2,Gd,7,Attchd,3,648,120,16,0,0,2007,194201,4,Y,0,1402
3621,Blmngtn,TwnhsE,1Story,8,5,2003,2003,322,Y,1589,0,1589,2,Gd,7,Attchd,3,630,143,20,0,0,2007,226500,3,N,1084,2673
3710,Blmngtn,1Fam,1Story,7,5,2007,2007,1266,Y,1266,0,1266,2,Gd,6,Attchd,2,388,100,16,0,0,2007,185485,2,N,0,1266
14572,Gilbert,1Fam,1Story,7,5,2004,2004,230,Y,1530,0,1530,3,Gd,7,Attchd,3,630,144,36,0,0,2007,259000,3,N,1300,2830
16219,Gilbert,1Fam,SLvl,7,5,2004,2005,56,Y,1119,0,1119,2,Gd,5,Attchd,2,437,100,24,0,0,2007,188500,3,Y,779,1898
11084,Gilbert,1Fam,SLvl,7,5,2004,2004,192,Y,744,630,1374,3,Gd,8,BuiltIn,2,400,100,0,0,0,2007,175000,4,N,192,1566
11796,Gilbert,1Fam,2Story,7,5,2004,2005,847,Y,847,1112,1959,4,Gd,8,BuiltIn,2,434,100,48,0,0,2007,215000,3,Y,0,1959
10936,Gilbert,1Fam,1Story,7,5,2006,2006,1510,Y,1525,0,1525,3,Gd,6,Attchd,2,534,100,18,0,0,2007,206580,3,N,0,1525
8244,Gilbert,1Fam,2Story,7,5,2004,2004,840,Y,840,880,1720,3,Gd,7,Attchd,2,440,100,48,0,0,2007,183500,3,N,0,1720
11950,Gilbert,1Fam,SLvl,7,5,2003,2003,384,Y,754,640,1394,3,Gd,7,BuiltIn,2,400,100,0,0,0,2007,165500,3,N,0,1394
7875,Gilbert,1Fam,2Story,7,5,2003,2003,847,Y,847,1101,1948,4,Gd,8,BuiltIn,2,434,0,48,0,0,2007,211000,3,N,0,1948
8063,Gilbert,1Fam,2Story,6,5,2000,2000,924,Y,948,742,1690,3,TA,7,Attchd,2,463,100,48,0,0,2007,181000,3,N,0,1690
8740,Gilbert,1Fam,2Story,7,5,2002,2002,280,Y,864,1131,1995,4,Gd,8,BuiltIn,2,435,264,48,0,0,2007,219500,3,N,574,2569
7917,Gilbert,1Fam,2Story,6,5,1999,2000,953,Y,953,694,1647,3,TA,7,Attchd,2,460,0,40,0,0,2007,175000,3,Y,0,1647
9967,Gilbert,1Fam,SLvl,7,5,2000,2000,384,Y,774,656,1430,3,TA,8,BuiltIn,2,400,100,0,0,0,2007,170000,3,N,0,1430
7750,Gilbert,1Fam,2Story,7,5,2003,2003,660,Y,660,660,1320,3,Gd,6,Attchd,2,400,0,48,0,0,2007,162000,3,N,0,1320
9487,Gilbert,1Fam,2Story,6,5,2000,2000,395,Y,940,750,1690,3,TA,7,Attchd,2,442,0,50,0,0,2007,187000,4,N,520,2210
9649,Gilbert,1Fam,2Story,6,5,1999,2000,941,Y,961,683,1644,3,TA,7,Attchd,2,460,460,42,0,0,2007,185000,3,Y,0,1644
15623,NoRidge,1Fam,2Story,10,5,1996,1996,300,Y,2411,2065,4476,4,Ex,10,Attchd,3,813,171,78,0,0,2007,745000,5,N,2096,6572
12191,NoRidge,1Fam,2Story,8,5,1997,1998,598,Y,1779,772,2551,4,Gd,8,Attchd,3,925,76,61,0,0,2007,384500,4,Y,1181,3732
11000,NoRidge,1Fam,2Story,8,5,2000,2000,969,Y,997,1288,2285,4,Gd,8,BuiltIn,3,648,0,56,0,0,2007,248000,3,N,0,2285
11400,NoRidge,1Fam,1Story,10,5,2001,2002,1351,Y,2633,0,2633,2,Ex,8,Attchd,3,804,314,140,0,0,2007,466500,4,Y,1282,3915
10557,NoRidge,1Fam,2Story,9,5,1998,1998,736,Y,1671,1407,3078,4,Gd,9,Attchd,3,806,108,87,0,0,2007,410000,4,N,672,3750
11002,NoRidge,1Fam,2Story,8,5,1998,1999,341,Y,1411,1171,2582,4,Gd,9,Attchd,3,758,286,60,0,0,2007,322500,4,Y,1048,3630
10790,NoRidge,1Fam,2Story,7,5,1998,1998,1066,Y,1108,1277,2385,4,Gd,8,BuiltIn,3,600,120,38,0,0,2007,252000,3,N,0,2385
21535,NoRidge,1Fam,2Story,10,6,1994,1995,989,Y,2444,1872,4316,4,Ex,10,Attchd,3,832,382,50,0,0,2007,755000,5,Y,1455,5771
9920,NoRidge,1Fam,2Story,7,5,1996,1997,255,Y,1127,886,2013,3,TA,8,Attchd,2,455,180,130,0,0,2007,269790,4,Y,862,2875
11787,NoRidge,1Fam,2Story,7,5,1996,1997,660,Y,1383,1015,2398,3,Gd,8,Attchd,3,834,239,60,0,0,2007,315750,4,Y,719,3117
9950,NoRidge,1Fam,2Story,7,5,1995,1995,638,Y,1214,1306,2520,4,Gd,9,Attchd,3,721,224,114,0,0,2007,290000,3,N,565,3085
12257,NoRidge,1Fam,2Story,8,5,1995,1995,1198,Y,1328,1203,2531,4,Gd,9,Attchd,3,752,222,98,0,0,2007,290000,3,N,120,2651
12692,NoRidge,1Fam,1Story,8,5,1992,1993,1969,Y,3228,0,3228,4,Gd,10,Attchd,2,546,264,75,291,0,2007,430000,4,Y,1231,4459
11762,NoRidge,1Fam,2Story,8,5,1992,1993,770,Y,1105,1097,2202,4,Gd,9,Attchd,2,517,0,65,0,144,2007,263000,4,Y,335,2537
9044,NoRidge,1Fam,2Story,8,5,1996,1997,100,Y,1335,1203,2538,4,Gd,8,Attchd,3,933,198,92,0,0,2007,330000,3,Y,1225,3763
9910,Somerst,1Fam,1Story,7,6,2007,2007,1369,Y,1369,0,1369,3,Gd,5,Attchd,2,605,0,203,0,0,2007,213133,2,N,0,1369
11830,Somerst,1Fam,1Story,8,5,2007,2007,322,Y,1542,0,1542,3,Gd,6,Attchd,3,852,168,110,0,0,2007,260261,3,N,1220,2762
11670,Somerst,1Fam,1Story,9,5,2006,2006,1905,Y,1905,0,1905,3,Ex,8,Attchd,3,788,0,191,0,0,2007,320000,2,N,0,1905
15256,Somerst,1Fam,1Story,8,5,2007,2007,556,Y,1464,0,1464,3,Gd,6,Attchd,3,754,168,160,0,0,2007,282922,3,N,929,2393
10612,Somerst,1Fam,1Story,8,5,2006,2006,1496,Y,1534,0,1534,3,Gd,7,Attchd,2,484,168,46,0,0,2007,215000,2,N,28,1562
12291,Somerst,1Fam,1Story,10,5,2007,2007,394,Y,1966,0,1966,1,Ex,6,Attchd,3,1092,76,52,0,0,2007,419005,3,N,1572,3538
13501,Somerst,1Fam,1Story,8,5,2006,2006,1560,Y,1636,0,1636,3,Gd,8,Attchd,3,865,0,60,0,0,2007,255000,3,N,63,1699
9986,Somerst,1Fam,1Story,8,5,2006,2007,1795,Y,1795,0,1795,2,Gd,7,Attchd,3,895,0,49,0,0,2007,147000,2,Y,0,1795
9965,Somerst,1Fam,1Story,7,5,2007,2007,1528,Y,1528,0,1528,3,Gd,6,Attchd,2,480,0,228,0,0,2007,235876,5,N,0,1528
9416,Somerst,1Fam,1Story,7,5,2007,2007,600,Y,1726,0,1726,3,Ex,8,Attchd,3,786,171,138,0,266,2007,311872,3,N,1126,2852
9849,Somerst,1Fam,1Story,7,6,2007,2007,1689,Y,1689,0,1689,3,Gd,7,Attchd,3,954,0,56,0,0,2007,248328,2,N,0,1689
10000,Somerst,1Fam,1Story,8,5,2006,2006,1588,Y,1588,0,1588,3,Gd,7,Attchd,3,825,144,45,0,0,2007,227000,2,N,0,1588
8847,Somerst,1Fam,1Story,8,5,2005,2005,769,Y,1538,0,1538,3,Gd,7,Attchd,2,484,146,40,0,0,2007,260000,3,N,769,2307
9158,Somerst,1Fam,1Story,8,5,2007,2007,1496,Y,1496,0,1496,3,Gd,7,Attchd,2,474,168,130,0,0,2007,225000,2,N,0,1496
8251,Somerst,1Fam,1Story,7,5,2005,2006,716,Y,1506,0,1506,3,Gd,7,Attchd,2,672,192,35,0,0,2007,249000,3,Y,778,2284
10084,Somerst,1Fam,1Story,8,5,2004,2005,317,Y,1694,0,1694,3,Gd,7,Attchd,2,636,255,57,0,0,2007,307000,3,Y,1369,3063
9605,Somerst,1Fam,2Story,7,5,2006,2006,982,Y,982,995,1977,3,Gd,7,Attchd,3,574,240,53,0,0,2007,250000,3,N,0,1977
8778,Somerst,1Fam,2Story,8,5,2006,2006,1302,Y,1302,528,1830,3,Gd,7,BuiltIn,3,859,0,40,0,0,2007,221300,3,N,0,1830
